Cost_function[-]
666.2144733948315
660.1387899190098
667.4942971910165
641.2031707692305
648.5141547005758
643.3010149544313
453.62468460204195
437.45470755906496
441.6191333287271
380.85424807340854
378.7752405191573
381.0575693203348
379.6601340785798
309.5686170345316
307.01565554085676
226.21251388126387
223.76833618485162
178.13328672011133
174.0946628536454
168.77880164131423
113.49321311460601
98.0614148782316
99.5738347626624
67.34703559238882
73.42311755475129
67.34249427514762
48.91775950627016
55.578047434063635
56.99725525114174
53.896670646428944
31.797401960130664
25.451025352190136
25.212322748189493
28.489080602885096
21.114263029487788
26.991930144718133
22.230494583548293
23.39856127964311
20.535251435362774
22.63571295114634
21.754495550690038
29.13938706912674
17.861848936727213
22.742445725233598
22.803374989094564
21.78054509257262
21.633254842014072
29.51821568340125
19.84558316848335
28.679627800658654
