Cost_function[-]
55.20325288817884
43.99441476970917
42.84716347486834
37.60952385683614
37.15125548950594
35.189351130266516
34.3679212508639
34.27555362703695
28.835120465471004
29.826738964728435
30.43463164798469
27.295762686792283
27.443054672584058
28.04881486771861
27.289079090626103
28.207988698667116
27.468877806067873
25.519522207773477
26.170641941024442
25.060792494288727
25.096890580789946
25.073941650597394
25.378750443235077
24.80765530623772
24.90324171849602
24.554691683820085
23.127633809152453
22.467104256411872
23.1297704053379
22.152946774200437
23.265882461064123
22.675655368138557
22.234519442554607
23.41926577651268
21.994521018733032
22.523383594350072
22.335524008216353
22.450411282245128
22.455373070319343
21.131830903502873
21.84687038979426
20.650442356328966
18.885462536460256
19.201881767140762
18.556488081911425
18.69209957520798
18.35980937478004
18.44433463200688
18.315190323135432
18.653102237751433
