Time[s],Pos[m],V[m/s],mass[kg],T[N]
0.0,5000.0,0.0,24.0,9.850908217271801
0.1,4999.993952281355,-0.12095428480255409,23.999690930082366,9.892114968373487
0.2,4999.975817745583,-0.24173634178860137,23.999380567312652,9.82613883377844
0.30000000000000004,4999.9455912852645,-0.3627927769354113,23.999072274528572,9.933939678360701
0.4,4999.9032816673,-0.4833994927654015,23.998760599518466,9.976486833648986
0.5,4999.848920269156,-0.6038283797353237,23.998447589601415,9.877746435831629
0.6000000000000001,4999.782495437002,-0.7246681747708658,23.998137677641015,10.007619020183432
0.7000000000000001,4999.704013711043,-0.8449662534634892,23.99782369095897,9.902110384683615
0.8,4999.613480221347,-0.9657034514309825,23.997513014585433,10.081252641904907
0.9,4999.510910364061,-1.0856936020192816,23.997196717665904,9.924660443280903
1.0,4999.396308891931,-1.2063357511376678,23.996885333789606,9.911089090510691
1.1,4999.269640403965,-1.327033918968701,23.996574375711294,9.875229967145392
1.2000000000000002,4999.130894654196,-1.4478809878655015,23.996264542704505,9.969320089508983
1.3,4998.980083829434,-1.568335417111862,23.99595175764236,9.896361883245659
1.4000000000000001,4998.817212386502,-1.6890933525718903,23.995641261626695,9.995854456826867
1.5,4998.642285908272,-1.8094361212848358,23.995327644055045,9.90563690153351
1.6,4998.455306381247,-1.930154330105169,23.995016857037875,9.973130856731311
1.7000000000000002,4998.2562691243575,-2.050590717362048,23.994703952413808,9.911558578373013
1.8,4998.045175425342,-2.171283173723324,23.994392979605426,9.860726865557282
1.9000000000000001,4997.822001914952,-2.2921869457611734,23.99408360163002,9.97302623958562
2.0,4997.586761455527,-2.412622152399165,23.99377070028829,9.726027317406048
2.1,4997.33942603063,-2.5340862596166884,23.99346554847938,9.93408620988771
2.2,4997.079987578568,-2.654682691994522,23.993153868871882,9.8620218035378
2.3000000000000003,4996.808474492328,-2.775578944446809,23.992844450268105,9.910641600620528
2.4000000000000004,4996.52488193958,-2.896272021284741,23.992533506229684,9.829984849520574
2.5,4996.229203297052,-3.0173007415006667,23.99222509277777,10.001080099388519
2.6,4995.921457465539,-3.137615797896301,23.991911311252817,10.010328873825927
2.7,4995.60168208314,-3.257891759049202,23.991597239549755,9.876485872371706
2.8000000000000003,4995.269851237969,-3.3787250557404467,23.991287367139236,9.874189002029112
2.9000000000000004,4994.925936611023,-3.499567394609767,23.99097756679248,9.952414681313135
3.0,4994.56995408005,-3.620083134862484,23.990665312133522,9.987469868362385
3.1,4994.201927308118,-3.740452213148788,23.990351957626356,9.956542119434564
3.2,4993.8218572096175,-3.8609496667882715,23.99003957347,9.932322198182586
3.3000000000000003,4993.429732344819,-3.981547539553588,23.989727949207953,9.931072385072266
3.4000000000000004,4993.025547459143,-4.102150084357851,23.989416364158497,9.98285434790083
3.5,4992.609313138633,-4.222536235292883,23.989103154462192,9.952603523398427
3.6,4992.181033925023,-4.343047946901104,23.98879089387836,9.98272136010095
3.7,4991.74070984479,-4.463433567194879,23.988477688354514,10.006522030067398
3.8000000000000003,4991.288352190593,-4.583719425758076,23.988163736090275,9.957114808586335
3.9000000000000004,4990.823955679498,-4.704210706060588,23.987851333965935,9.892535711016013
4.0,4990.347496606492,-4.824970665120635,23.98754095799552,9.792249137387225
4.1000000000000005,4989.858940660193,-4.946148173711295,23.987233728492658,10.049247402133348
4.2,4989.358320559442,-5.066253749531049,23.986918435729965,9.845309434633565
4.3,4988.845647418027,-5.187208990682177,23.986609541472813,9.968418761151858
4.4,4988.320904441241,-5.307650454730576,23.986296784689632,9.962976908884063
4.5,4987.784116210767,-5.428114064528549,23.98598419864328,9.898013550180544
4.6000000000000005,4987.23526810432,-5.548847975366561,23.985673650806955,9.97751930573685
4.7,4986.674363207239,-5.669249875763597,23.985360608496336,9.899914572932571
4.800000000000001,4986.101401969604,-5.7899747878613566,23.98505000101587,9.946205749687266
4.9,4985.516377917575,-5.9105061628100355,23.984737941160674,9.874542780798789
5.0,4984.919285815613,-6.031335787797277,23.984428129714193,9.921596057674224
5.1000000000000005,4984.310120586958,-6.151968695826204,23.984116841982267,10.04670879126688
5.2,4983.688918176986,-6.2720794118560566,23.98380162886789,9.885970581965296
5.300000000000001,4983.055671212903,-6.392859780954563,23.98349145887685,9.904394706424151
5.4,4982.410350079598,-6.513562795949974,23.983180710833256,9.985081338029975
5.5,4981.752975493198,-6.633928841413669,23.982867431265664,9.884444203505527
5.6000000000000005,4981.083543348215,-6.754713969421462,23.982557309164385,9.873814679513552
5.7,4980.402030500965,-6.875542886938368,23.98224752056191,9.991844059210852
5.800000000000001,4979.708459396425,-6.995879113111364,23.981934028815537,9.951708395301793
5.9,4979.00284632853,-7.116382154746872,23.981621796316137,10.003910243942272
6.0,4978.285193867299,-7.236666978872487,23.98130792599607,9.947148045028172
6.1000000000000005,4977.555501116177,-7.357187953617946,23.980995836576582,10.026284259309662
6.2,4976.81377279449,-7.477378388708987,23.98068126427707,9.973929498072112
6.300000000000001,4976.060014540593,-7.597786598780986,23.98036833459582,9.818444824942445
6.4,4975.294183073388,-7.718842657669366,23.98006028320945,9.985140520103203
6.5,4974.516280784039,-7.839203038640416,23.979747001785032,10.079979399535302
6.6000000000000005,4973.726362258753,-7.959167374672443,23.979430744813182,9.897991736626736
6.7,4972.924409380636,-8.07989009859862,23.979120197661253,10.087723324992929
6.800000000000001,4972.110423819031,-8.199821040950736,23.97880369772557,9.93154764283466
6.9,4971.284412625309,-8.320402743783495,23.978492097765013,9.95296553078299
7.0,4970.446347754317,-8.440894585974787,23.978179825823283,9.99053583956418
